Site,Date,Depth,Temp
10_tom,2025-06-26,5,17.73989074677229
10_tom,2025-06-26,10,17.370006412267685
10_tom,2025-06-26,15,16.72545549273491
10_tom,2025-06-26,20,16.379741817712784
10_tom,2025-06-26,30,11.599810793995855
10_tom,2025-06-26,40,9.150517299771307
10_tom,2025-06-26,50,8.52134770900011
10_tom,2025-06-27,5,17.9486373513937
10_tom,2025-06-27,10,17.283577993512154
10_tom,2025-06-27,15,16.723258160054684
10_tom,2025-06-27,20,16.446394242346287
10_tom,2025-06-27,30,11.645222336053848
10_tom,2025-06-27,40,9.276497706770895
10_tom,2025-06-27,50,8.675160996615887
10_tom,2025-06-28,5,18.106845304369926
10_tom,2025-06-28,10,17.29090243577957
10_tom,2025-06-28,15,16.722525715827942
